t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.8, maximum height of the boom on tripod AWS,
2024-06-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,z_pt_cor,min_filter,13, ,
2024-07-01T00:00:00+00:00,2024-08-01T00:00:00+00:00,z_pt_cor,min_filter,11.62, ,

2024-04-20T16:00:00+00:00,,z_surf_2,add,-2.8, ,

2024-04-22T16:00:00+00:00,,z_ice_surf,add,-7.8, ,
