t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,p_u,min_filter,700, ,
,,p_l,min_filter,700, ,
,,rh_u,min_filter,30, ,
,,rh_l,min_filter,30, ,



,2025-01-01T00:00:00+00:00,z_boom_l,min_filter,1.2,,

,2023-05-01T00:00:00+00:00,tilt_y,min_filter,0,,
,2023-05-01T00:00:00+00:00,tilt_x,max_filter,0,,

2026-06-19T14:00:00+00:00,,z_surf_1,add,1.5,mast raise (bav),
2026-06-19T14:00:00+00:00,,z_surf_2,add,1.5,mast raise (bav),
