t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.8, maximum height of the boom on tripod AWS,

,2023-01-01T00:00:00+00:00,z_boom_u,max_filter,2.48, ,
,2023-01-01T00:00:00+00:00,z_boom_u,min_filter,2, ,

2023-04-27T00:00:00+00:00,,z_surf_2,add,-1, ,
2023-11-22T00:00:00+00:00,,z_surf_2,add,-3.2, ,
