t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.7, maximum height of the boom on tripod AWS,
,,p_u,max_filter,1000,  removing noise (bav),
,2024-06-15T00:00:00+00:00,z_pt_cor,min_filter,14.6,  removing noise (bav),
2024-07-01T00:00:00+00:00,2024-07-30T00:00:00+00:00,z_pt_cor,max_filter,13.9,  removing noise (bav),
