t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.8, maximum height of the boom on tripod AWS,
,,z_boom_u,min_filter,2, never seen more than 80 cm of snow at KAN_L (bav),

,,gps_alt,min_filter,600, removing noise (bav),
,,gps_alt,max_filter,800, removing noise (bav),

2010-10-07T00:00:00+00:00,,z_ice_surf,add,-0.1,manually adjusted by bav,
2011-06-04T00:00:00+00:00,,z_ice_surf,add,-4.0,manually adjusted by bav,
2012-08-21T00:00:00+00:00,,z_ice_surf,add,-11.7,manually adjusted by bav,
2014-05-13T00:00:00+00:00,,z_ice_surf,add,0.07,manually adjusted by bav,
2015-04-29T00:00:00+00:00,,z_ice_surf,add,-7.08,manually adjusted by bav,
2015-07-07T00:00:00+00:00,,z_ice_surf,add,-0.4,manually adjusted by bav,
2016-07-16T00:00:00+00:00,,z_ice_surf,add,-1.6,manually adjusted by bav,
2017-09-01T00:00:00+00:00,,z_ice_surf,add,-3.5,manually adjusted by bav,
2018-08-29T00:00:00+00:00,,z_ice_surf,add,-11.3,manually adjusted by bav,
2021-08-17T00:00:00+00:00,,z_ice_surf,add,-13.0,manually adjusted by bav,
2011-06-03T00:00:00+00:00,,z_surf_2,add,-3.0,manually adjusted by bav,
2013-09-15T00:00:00+00:00,,z_surf_2,add,-2.2,manually adjusted by bav,
2014-07-15T00:00:00+00:00,,z_surf_2,add,-4.0,manually adjusted by bav,
2015-04-27T00:00:00+00:00,,z_surf_2,add,-0.7,manually adjusted by bav,
2015-09-15T00:00:00+00:00,,z_surf_2,add,-2.0,manually adjusted by bav,
2019-09-05T00:00:00+00:00,,z_surf_2,add,-5.0,manually adjusted by bav,
2021-08-17T00:00:00+00:00,,z_surf_2,add,-3.7,manually adjusted by bav,
2014-08-09T00:00:00+00:00,2015-04-03T00:00:00+00:00,z_surf_2,min_filter,-9.7,manually adjusted by bav,
2022-08-24T00:00:00+00:00,,z_surf_2,add,-3.0,manually adjusted by bav,
2022-05-15T13:00:00+00:00,,z_ice_surf,add,2.9,manually adjusted by bav,
