t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.5, maximum height of the boom on tripod AWS,
,,z_stake,max_filter,2.5, maximum height of the boom on tripod AWS,
2022-08-01T00:00:00+00:00,2023-02-01T00:00:00+00:00,z_stake,min_filter,1.65, spurious reflector,
2022-08-01T00:00:00+00:00,2023-02-01T00:00:00+00:00,z_boom_u,min_filter,1.65, spurious reflector,
2023-07-14T00:00:00+00:00,2023-11-08T00:00:00+00:00,z_stake,min_filter,1.65, spurious reflector,
2023-07-14T00:00:00+00:00,2023-11-08T00:00:00+00:00,z_boom_u,min_filter,1.65, spurious reflector,
2024-07-04T00:00:00+00:00,2024-12-15T00:00:00+00:00,z_stake,min_filter,1.65, spurious reflector,
2024-07-04T00:00:00+00:00,2024-12-15T00:00:00+00:00,z_boom_u,min_filter,1.65, spurious reflector,
,,t_i_.*($),min_filter,-30.0,outlier removal (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/146
,,t_i_.*($),max_filter,0.1,outlier removal (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/146
