t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,2024-01-01T12:00:00+00:00,z_boom_cor_u,max_filter,2.26, ,
2023-07-18T00:00:00+00:00,,z_surf_2,add,-0.3, ,
2023-07-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,z_surf_2,add,0.3, ,
,,t_i_.*($),min_filter,-25.0,,
