t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,t_i_.*($),min_filter,-30.0,,
,2025-01-01T00:00:00+00:00,z_boom_cor_l,min_filter,1.0,manually adjusted by bav,
2025-01-01T00:00:00+00:00,,z_boom_cor_l,min_filter,1.7,manually adjusted by bav,
,,z_boom_cor_u,min_filter,1.76,manually adjusted by bav,

2021-01-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,tilt_y,max_filter,-2.5,manually adjusted by bav,
2021-01-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,tilt_y,min_filter,-3.5,manually adjusted by bav,

2021-01-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,tilt_x,max_filter,0.9,manually adjusted by bav,
2021-01-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,tilt_x,min_filter,-3.7,manually adjusted by bav,
,,rot,min_filter,150,manually adjusted by bav,

2022-06-23T14:00:00+00:00,,z_surf_1,add,0.5,mast raise (bav),
2022-06-23T14:00:00+00:00,,z_surf_2,add,0.5,mast raise (bav),
2023-06-01T00:00:00+00:00,,z_surf_1,add,2.25,mast raise (bav),
2023-06-01T00:00:00+00:00,,z_surf_2,add,2.15,mast raise (bav),
2024-05-24T18:00:00+00:00,,z_surf_1,add,1.575,mast raise (bav),
2024-05-24T18:00:00+00:00,,z_surf_2,add,1.525,mast raise (bav),
2025-05-20T14:00:00+00:00,,z_surf_1,add,1.5,mast raise (bav),
2025-05-20T14:00:00+00:00,,z_surf_2,add,1.5,mast raise (bav),
