t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.635, maximum height of the boom on tripod AWS,
,2024-02-01T00:00:00+00:00,z_boom_u,min_filter,2.46, ,
,,gps_alt,min_filter,600, removing noise (bav),
