t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_cor_u,max_filter,3.0, maximum height of the boom on tripod AWS,
,,t_i_.*($),min_filter,-20.0,,
2025-01-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,t_u,max_filter,-0.1,sporadic positive air temperature in winter (bav), 
2025-01-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,t_i,max_filter,-0.1,sporadic positive air temperature in winter (bav), 
2025-09-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,t_u,min_filter,-20,sporadic low air temperature (bav), 
2026-01-01T00:00:00+00:00,2026-01-06T00:00:00+00:00,t_u,min_filter,-19,sporadic low air temperature (bav), 
2025-09-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,t_i,max_filter,5,sporadic high air temperature in winter (bav), 
2025-10-02T00:00:00+00:00,2025-10-08T00:00:00+00:00,t_i,max_filter,-0.1,sporadic high air temperature in winter (bav), 
2025-10-19T00:00:00+00:00,2025-11-14T00:00:00+00:00,t_i,max_filter,-0.5,sporadic positive air temperature in winter (bav), 
2025-11-15T00:00:00+00:00,2025-11-18T00:00:00+00:00,t_i,max_filter,-0.5,sporadic positive air temperature in winter (bav), 
2025-11-21T00:00:00+00:00,2025-12-21T00:00:00+00:00,t_i,max_filter,-0.5,sporadic positive air temperature in winter (bav), 
2026-01-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,t_i,max_filter,0.5,sporadic positive air temperature in winter (bav), 
