t0, t1, variable, flag, comment, URL_graphic
2023-01-02T14:00:00+00:00, 2023-01-05T12:00:00+00:00, p_u p_i p_l, NAN, flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/20
2024-01-26T08:00:00+00:00, 2024-02-07T02:00:00+00:00, p_u p_i p_l, NAN, flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/20
2023-01-18T00:00:00+00:00, 2023-01-22T19:00:00+00:00, p_u, NAN, flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/20
2023-01-19T19:00:00+00:00, 2023-01-22T19:00:00+00:00, p_l, NAN, flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/20
2023-01-20T00:00:00+00:00, 2023-01-22T19:00:00+00:00, p_i, NAN, flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/20
2024-12-26T20:00:00+00:00, 2025-01-01T06:00:00+00:00, p_i p_l, NAN, flagged by bav, 

2022-02-15T00:00:00+00:00, 2022-06-15T14:00:00+00:00,p_u t_u rh_u wspd_u wdir_u  p_l t_l rh_l wspd_l wdir_l dsr usr dlr ulr t_rad t_i_1 t_i_2 t_i_3 t_i_4 t_i_5 t_i_6 t_i_7 t_i_8 t_i_9 t_i_10 t_i_11 tilt_x tilt_y z_pt rot z_boom_u z_boom_l z_stake gps_lat gps_lon gps_alt precip_u precip_l p_i t_i rh_i wspd_i wdir_i,CONFIRMED,batteries were drained punctual obs are suspicious (bav),
2022-12-03T00:00:00+00:00, 2023-06-20T00:00:00+00:00,t_i_.*($),CONFIRMED,all thermistors give 0degC during that period,
2023-09-14T03:00:00+00:00, 2024-05-26T00:00:00+00:00,t_i_.*($),CONFIRMED,give constant values, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/71
,2021-06-17T18:00:00+00:00,z_boom_u z_boom_l,CONFIRMED,unlikely value during installation,
2022-01-14T18:20:00+00:00, 2022-01-31T09:00:00+00:00, p_l t_l rh_l precip_l, NAN, LUFFT gives constant values and temperature is nan, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/184
