t0,t1,variable,flag,comment,URL_graphic
2010-01-30T00:00:00+00:00,2010-09-05T00:00:00+00:00,z_boom_u,CHECKME,manually flagged by bav,

2012-08-16T00:00:00+00:00,2014-07-14T00:00:00+00:00,z_stake,CHECKME,manually flagged by bav,
2015-07-10T00:00:00+00:00,2015-09-01T00:00:00+00:00,z_stake,CHECKME,flagged by bav,
2018-09-13T00:00:00+00:00,2019-05-13T00:00:00+00:00,z_stake,CHECKME,manually flagged by bav,
2021-09-13T00:00:00+00:00,,z_pt_cor,NAN,manually flagged by bav,

2011-11-04T00:00:00+00:00,2011-11-12T00:00:00+00:00,dlr ulr dsr usr,RIME,automatically detected as rime-affected (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61
2011-11-23T00:00:00+00:00,2011-11-29T00:00:00+00:00,dlr ulr dsr usr,RIME,automatically detected as rime-affected (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61
2011-12-22T00:00:00+00:00,2011-12-25T00:00:00+00:00,dlr ulr dsr usr,RIME,automatically detected as rime-affected (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61
2012-01-01T00:00:00+00:00,2012-01-04T00:00:00+00:00,dlr ulr dsr usr,RIME,automatically detected as rime-affected (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61
2012-10-20T00:00:00+00:00,2012-10-23T00:00:00+00:00,dlr ulr dsr usr,RIME,automatically detected as rime-affected (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61
2012-10-29T00:00:00+00:00,2012-11-01T00:00:00+00:00,dlr ulr dsr usr,RIME,automatically detected as rime-affected (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61
