t0,t1,variable,flag,comment,URL_graphic
2022-03-03T00:00:00+00:00,2023-06-09T04:00:00+00:00, wspd_u,NAN,manually flagged by bav,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/76

2021-12-20T00:00:00+00:00,2023-06-09T04:00:00+00:00,gps_lon gps_lat gps_alt,NAN,manually flagged by bav,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/50
2011-05-26T00:00:00+00:00,2012-05-03T00:00:00+00:00,gps_lon gps_lat gps_alt,NAN,manually flagged by bav,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/50
2015-10-27T00:00:00+00:00,2016-04-09T00:00:00+00:00,gps_lon gps_lat gps_alt,NAN,manually flagged by bav,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/50

2019-09-01T00:00:00+00:00,2020-04-01T00:00:00+00:00,z_boom_u,NAN,Manually flagged by bav,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143
,2009-04-04T23:00:00+00:00,z_boom_u z_stake,NAN,noise from installation (bav),
2023-07-10T00:00:00+00:00,2023-07-17T00:00:00+00:00,t_i_.*($),NAN,Manually flagged by bav,

2024-05-27T12:00:00+00:00,2024-05-27T22:00:00+00:00,p_u t_u rh_u wspd_u wdir_u  p_l t_l rh_l wspd_l wdir_l dsr usr dlr ulr t_rad t_i_1 t_i_2 t_i_3 t_i_4 t_i_5 t_i_6 t_i_7 t_i_8 t_i_9 t_i_10 t_i_11 tilt_x tilt_y z_pt rot z_boom_u z_boom_l z_stake gps_lat gps_lon gps_alt precip_u precip_l p_i t_i rh_i wspd_i wdir_i,NAN,2024 maintenance,

