t0,t1,variable,flag,comment,URL_graphic
2013-06-09T00:00:00+00:00,2013-07-01T00:00:00+00:00,z_pt_cor,CHECKME,manually flagged by bav,
2019-05-20T00:00:00+00:00,2019-06-24T00:00:00+00:00,z_pt_cor,CHECKME,manually flagged by bav,
2021-05-12T00:00:00+00:00,2021-06-16T00:00:00+00:00,z_pt_cor,CHECKME,manually flagged by bav,
2018-08-24T00:00:00+00:00,2019-08-28T00:00:00+00:00,t_i_.*($),CHECKME,manually flagged by bav,
2017-10-27T00:00:00+00:00,2018-01-08T00:00:00+00:00,z_stake,CHECKME,manually flagged by bav,
2010-12-15T00:00:00+00:00,2011-08-11T00:00:00+00:00,z_stake,CHECKME,manually flagged by bav,
2007-11-06T00:00:00+00:00,2008-08-01T00:00:00+00:00,z_stake,CHECKME,manually flagged by bav,
2010-11-01T00:00:00+00:00,2011-04-22T00:00:00+00:00,z_stake,CHECKME,manually flagged by bav,
,2009-08-31T00:00:00+00:00,wspd_u,NAN,manually flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/100
2022-09-01T00:00:00+00:00,,t_i_8,CHECKME,manually flagged (bav),
