t0,t1,variable,flag,comment,URL_graphic
2009-08-27T00:00:00+00:00,2010-06-01T00:00:00+00:00,z_stake,NAN,manually flagged by bav,
2011-11-01T00:00:00+00:00,2012-05-20T00:00:00+00:00,z_stake,NAN,manually flagged by bav,
2014-06-25T00:00:00+00:00,2014-08-15T00:00:00+00:00,z_stake,NAN,manually flagged by bav,
2015-10-20T00:00:00+00:00,2016-07-16T17:00:00+00:00,z_stake,NAN,manually flagged by bav,
2009-09-17T00:00:00+00:00,2009-10-07T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2010-10-02T00:00:00+00:00,2010-10-12T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2012-10-06T00:00:00+00:00,2012-10-26T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2014-10-08T00:00:00+00:00,2014-11-16T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2019-10-07T00:00:00+00:00,2019-10-27T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2021-09-18T00:00:00+00:00,2022-06-01T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2022-10-01T00:00:00+00:00,2022-11-01T00:00:00+00:00,z_pt_cor,NAN,manually flagged by bav,
2023-09-21T00:00:00+00:00, ,z_pt z_pt_cor,NAN,manually flagged by bav, https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143

2020-09-01T00:00:00+00:00,2021-08-17T00:00:00+00:00,rh_u,NAN,manually flagged by bav,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/63
